Name,Interceptions,Penalty committed,Errors lead to goal,Dribbled past,Total passes,Accurate passes %,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Aerial duels won %,Total duels won %,Appearances,Age Range,Position,League,Level,Goals,Headed goals,Tackles,Clearances,Big chances created,Accurate final third passes,Fouls,Successful dribbles %,Total shots,Set piece conversion %,Assists,Was fouled,Big chances missed
Aké Arnaud Loba,0.05,,,,,0.6897,,,,,,,,0.4,0.4386,21.0,2.0,4.0,EEUU MLS,4.0,0.05,0.0,,,0.05,,,0.5333,0.19,0.0,0.0,0.19,0.0
Quinn Sullivan,0.18,,,,,0.7045,,,,,,,,0.3,0.3714,17.0,1.0,4.0,EEUU MLS,4.0,0.06,0.0,,,0.06,,,0.75,0.29,0.0,0.0,0.06,0.12
Tom Barlow,0.0,,,,,0.6091,,,,,,,,0.4261,0.36,33.0,2.0,4.0,EEUU MLS,4.0,0.12,0.0,,,0.0,,,0.5333,0.7,0.0,0.0,0.15,0.18
Dom Dwyer,0.09,,,,,0.6526000000000001,,,,,,,,0.2778,0.4029999999999999,22.0,3.0,4.0,EEUU MLS,4.0,0.18,0.0,,,0.05,,,0.5,0.95,0.0,0.0,0.73,0.18
Rubio Rubin,0.04,,,,,0.7940999999999999,,,,,,,,0.4393999999999999,0.422,24.0,2.0,4.0,EEUU MLS,4.0,0.04,0.0,,,0.0,,,0.3,0.96,0.0,0.0,0.58,0.13
Benji Michel,0.19,,,,,0.7944,,,,,,,,0.5077,0.4611,32.0,2.0,4.0,EEUU MLS,4.0,0.03,0.0,,,0.06,,,0.5,0.78,0.0,0.0,0.53,0.16
Abu Danladi,0.42,,,,,0.7434000000000001,,,,,,,,0.3889,0.3558,19.0,2.0,4.0,EEUU MLS,4.0,0.11,0.0,,,0.05,,,0.3333,0.53,0.0,0.0,0.42,0.0
Jordan Perruzza,0.0,,,,,0.6364,,,,,,,,0.6,0.4211,13.0,1.0,4.0,EEUU MLS,4.0,0.0,0.0,,,0.0,,,0.3636,0.62,0.0,0.0,0.38,0.0
Miguel Berry,0.07,,,,,0.7115,,,,,,,,0.2845,0.308,30.0,2.0,4.0,EEUU MLS,4.0,0.07,0.0,,,0.07,,,0.3226,0.93,0.0,0.0,0.77,0.13
Justin Rennicks,0.12,,,,,0.7379000000000001,,,,,,,,0.1739,0.3522999999999999,17.0,1.0,4.0,EEUU MLS,4.0,0.12,0.0,,,0.06,,,0.2307999999999999,0.71,0.0,0.0,0.94,0.29
Mason Toye,0.15,,,,,0.7879,,,,,,,,0.4286,0.3438,20.0,2.0,4.0,EEUU MLS,4.0,0.1,0.0,,,0.15,,,0.4,1.05,0.0,0.0,0.3,0.45
Ayo Akinola,0.08,,,,,0.7371,,,,,,,,0.4815,0.3881,26.0,1.0,4.0,EEUU MLS,4.0,0.08,0.0,,,0.0,,,0.5625,1.0,0.0,0.0,0.35,0.19
Jayden Nelson,0.42,,,,,0.8275,,,,,,,,0.5,0.4139,31.0,1.0,4.0,EEUU MLS,4.0,0.03,0.0,,,0.03,,,0.5085999999999999,0.94,0.0,0.06,0.65,0.03
Jota,0.39,,,,,0.7951,,,,,,,,0.2727,0.4939,33.0,1.0,4.0,Escocia Premiership,3.0,0.33,0.03,,,0.39,,,0.48,2.42,0.0,0.33,0.88,0.12
Lawrence Shankland,0.22,,,,,0.6899,,,,,,,,0.4324,0.3979999999999999,37.0,2.0,4.0,Escocia Premiership,3.0,0.65,0.05,,,0.14,,,0.5156000000000001,3.24,0.0,0.11,1.24,0.43
Antonio Čolak,0.08,,,,,0.7543000000000001,,,,,,,,0.2667,0.3333,25.0,2.0,4.0,Escocia Premiership,3.0,0.56,0.08,,,0.12,,,0.4614999999999999,3.16,0.0,0.04,0.68,0.4
Kyogo Furuhashi,0.14,,,,,0.6759000000000001,,,,,,,,0.129,0.3583,36.0,2.0,4.0,Escocia Premiership,3.0,0.75,0.03,,,0.03,,,0.375,2.44,0.0,0.06,0.47,0.44
Kevin van Veen,0.08,,,,,0.6259,,,,,,,,0.2847,0.3497999999999999,38.0,3.0,4.0,Escocia Premiership,3.0,0.66,0.05,,,0.08,,,0.5309,3.05,0.38,0.05,0.95,0.37
Fashion Sakala,0.17,,,,,0.8051,,,,,,,,0.4487,0.4281,29.0,2.0,4.0,Escocia Premiership,3.0,0.41,0.07,,,0.24,,,0.5094,3.31,0.0,0.24,0.69,0.38
Blair Spittal,0.31,,,,,0.6657,,,,,,,,0.363,0.432,36.0,2.0,4.0,Escocia Premiership,3.0,0.17,0.0,,,0.25,,,0.5526,1.22,2.78,0.19,0.58,0.06
Steven Fletcher,0.24,,,,,0.6221,,,,,,,,0.5767,0.5075999999999999,33.0,3.0,4.0,Escocia Premiership,3.0,0.27,0.03,,,0.06,,,0.2759,2.73,0.0,0.06,0.82,0.39
Liel Abada,0.09,,,,,0.8161,,,,,,,,0.0951999999999999,0.3382,34.0,1.0,4.0,Escocia Premiership,3.0,0.29,0.0,,,0.29,,,0.413,1.56,0.0,0.15,0.32,0.26
Curtis Main,0.24,,,,,0.5942000000000001,,,,,,,,0.4583,0.4109,37.0,3.0,4.0,Escocia Premiership,3.0,0.24,0.05,,,0.16,,,0.4828,2.46,0.0,0.05,1.08,0.24
Kevin Nisbet,0.11,,,,,0.5964,,,,,,,,0.3692,0.4012,19.0,2.0,4.0,Escocia Premiership,3.0,0.63,0.05,,,0.11,,,0.5417000000000001,2.74,1.05,0.05,1.11,0.58
Alfredo Morelos,0.03,,,,,0.8078,,,,,,,,0.4515999999999999,0.3757999999999999,32.0,2.0,4.0,Escocia Premiership,3.0,0.34,0.09,,,0.13,,,0.32,2.63,0.0,0.16,0.5,0.38
Kyle Vassell,0.14,,,,,0.6143,,,,,,,,0.3536999999999999,0.3778,14.0,3.0,4.0,Escocia Premiership,3.0,0.29,0.07,,,0.36,,,0.25,2.64,0.0,0.14,1.93,0.07
Josh Ginnelly,0.27,,,,,0.8223999999999999,,,,,,,,0.15,0.4392,30.0,2.0,4.0,Escocia Premiership,3.0,0.4,0.03,,,0.23,,,0.5156000000000001,1.57,0.0,0.13,1.27,0.1
Jordan White,0.13,,,,,0.5589,,,,,,,,0.4381,0.4125,38.0,3.0,4.0,Escocia Premiership,3.0,0.29,0.11,,,0.13,,,0.2221999999999999,1.5,0.0,0.05,0.89,0.11
Stevie May,0.16,,,,,0.6761,,,,,,,,0.2716,0.3454,37.0,3.0,4.0,Escocia Premiership,3.0,0.24,0.03,,,0.16,,,0.3191,2.19,0.0,0.16,0.73,0.16
Barrie McKay,0.38,,,,,0.7602,,,,,,,,0.375,0.4924,37.0,2.0,4.0,Escocia Premiership,3.0,0.11,0.0,,,0.08,,,0.5128,1.03,0.0,0.16,0.84,0.05
Vicente Besuijen,0.17,,,,,0.7556,,,,,,,,0.125,0.5443,18.0,1.0,4.0,Escocia Premiership,3.0,0.17,0.0,,,0.11,,,0.5294,0.94,0.0,0.06,1.28,0.0
Mykola Kukharevych,0.27,,,,,0.6784,,,,,,,,0.4167,0.3686999999999999,15.0,1.0,4.0,Escocia Premiership,3.0,0.33,0.07,,,0.07,,,0.1875,2.27,0.0,0.07,0.73,0.2
Bojan Miovski,0.32,,,,,0.6272,,,,,,,,0.2827,0.3141,37.0,1.0,4.0,Escocia Premiership,3.0,0.43,0.08,,,0.16,,,0.4063,1.86,0.0,0.05,0.7,0.41
Giorgos Giakoumakis,0.11,,,,,0.7519,,,,,,,,0.5556,0.3913,19.0,2.0,4.0,Escocia Premiership,3.0,0.32,0.05,,,0.05,,,0.2857,2.32,0.0,0.05,0.42,0.37
Luís Henriques de Barros Lopes,0.16,,,,,0.6789000000000001,,,,,,,,0.4071,0.4036,37.0,1.0,4.0,Escocia Premiership,3.0,0.43,0.14,,,0.11,,,0.4443999999999999,1.59,0.9,0.05,1.51,0.19
Hyun-gyu Oh,0.06,,,,,0.7432,,,,,,,,0.4090999999999999,0.3881,16.0,1.0,4.0,Escocia Premiership,3.0,0.38,0.13,,,0.06,,,0.4286,1.88,0.0,0.0,0.5,0.31
Christian Doidge,0.13,,,,,0.4889,,,,,,,,0.4799,0.4604,32.0,3.0,4.0,Escocia Premiership,3.0,0.09,0.03,,,0.19,,,0.4,1.44,0.0,0.13,0.69,0.13
Jamie Murphy,0.17,,,,,0.7349,,,,,,,,0.2727,0.5035000000000001,24.0,3.0,4.0,Escocia Premiership,3.0,0.13,0.0,,,0.08,,,0.6,0.83,0.0,0.0,1.21,0.0
Daizen Maeda,0.51,,,,,0.7886,,,,,,,,0.2759,0.3968,35.0,2.0,4.0,Escocia Premiership,3.0,0.23,0.06,,,0.17,,,0.4127,1.11,0.0,0.14,0.8,0.31
Eamonn Brophy,0.0,,,,,0.6459999999999999,,,,,,,,0.3547999999999999,0.2917,20.0,2.0,4.0,Escocia Premiership,3.0,0.15,0.0,,,0.15,,,0.2727,2.0,0.0,0.2,0.3,0.1
Steven Bradley,0.44,,,,,0.6408,,,,,,,,0.4219,0.4909,16.0,1.0,4.0,Escocia Premiership,3.0,0.06,0.0,,,0.06,,,0.5313,1.13,0.0,0.13,1.13,0.0
Rabbi Matondo,0.16,,,,,0.75,,,,,,,,0.3913,0.411,19.0,1.0,4.0,Escocia Premiership,3.0,0.0,0.0,,,0.21,,,0.431,0.95,0.0,0.21,0.68,0.05
Kyle Lafferty,0.17,,,,,0.5682,,,,,,,,0.493,0.4086999999999999,12.0,3.0,4.0,Escocia Premiership,3.0,0.08,0.0,,,0.0,,,0.3333,1.0,0.0,0.0,0.58,0.08
Bruce Anderson,0.1,,,,,0.6448,,,,,,,,0.2627,0.3136,30.0,2.0,4.0,Escocia Premiership,3.0,0.2,0.03,,,0.07,,,0.3333,1.53,0.0,0.07,0.97,0.1
Nicky Clark,0.04,,,,,0.6544,,,,,,,,0.3309,0.375,23.0,3.0,4.0,Escocia Premiership,3.0,0.17,0.04,,,0.09,,,0.375,1.39,0.0,0.09,1.04,0.17
Tony Watt,0.33,,,,,0.5806,,,,,,,,0.4429,0.4053,27.0,2.0,4.0,Escocia Premiership,3.0,0.19,0.0,,,0.04,,,0.325,1.3,0.0,0.04,1.15,0.07
Glenn Middleton,0.17,,,,,0.77,,,,,,,,0.1379,0.3583,29.0,1.0,4.0,Escocia Premiership,3.0,0.07,0.0,,,0.14,,,0.3871,1.1,0.69,0.07,0.83,0.17
Joel Nouble,0.37,,,,,0.6829000000000001,,,,,,,,0.4185999999999999,0.3996,30.0,2.0,4.0,Escocia Premiership,3.0,0.23,0.07,,,0.1,,,0.4492,1.27,0.0,0.07,2.47,0.07
Scott Robinson,0.19,,,,,0.6269,,,,,,,,0.2593,0.3077,16.0,3.0,4.0,Escocia Premiership,3.0,0.13,0.0,,,0.06,,,0.2,0.63,0.0,0.0,0.38,0.13
Oli Shaw,0.33,,,,,0.6919,,,,,,,,0.4736999999999999,0.4138,12.0,2.0,4.0,Escocia Premiership,3.0,0.0,0.0,,,0.0,,,0.3333,1.67,0.0,0.0,0.58,0.17
Jonah Ayunga,0.11,,,,,0.6106,,,,,,,,0.2989,0.3667,19.0,2.0,4.0,Escocia Premiership,3.0,0.16,0.05,,,0.0,,,0.4412,2.16,0.0,0.11,1.37,0.42
Stephen Humphrys,0.05,,,,,0.6069,,,,,,,,0.4478,0.3957,19.0,2.0,4.0,Escocia Premiership,3.0,0.16,0.0,,,0.05,,,0.48,1.63,0.0,0.0,0.42,0.16
Innes Cameron,0.13,,,,,0.4871999999999999,,,,,,,,0.363,0.3547999999999999,16.0,1.0,4.0,Escocia Premiership,3.0,0.06,0.0,,,0.06,,,0.2221999999999999,0.75,0.0,0.06,0.38,0.0
Alex Greive,0.07,,,,,0.6959000000000001,,,,,,,,0.2029,0.3112999999999999,28.0,1.0,4.0,Escocia Premiership,3.0,0.14,0.04,,,0.04,,,0.5832999999999999,0.89,0.0,0.0,0.64,0.14
Simon Murray,0.0,,,,,0.6163000000000001,,,,,,,,0.25,0.3478,14.0,3.0,4.0,Escocia Premiership,3.0,0.14,0.0,,,0.07,,,0.4167,1.07,0.0,0.07,0.43,0.14
Alan Forrest,0.31,,,,,0.7362000000000001,,,,,,,,0.2778,0.3784,35.0,2.0,4.0,Escocia Premiership,3.0,0.11,0.0,,,0.06,,,0.3902,0.97,0.0,0.0,0.29,0.03
Rory Macleod,0.07,,,,,0.75,,,,,,,,0.0,0.2778,15.0,1.0,4.0,Escocia Premiership,3.0,0.0,0.0,,,0.07,,,0.4,0.47,0.0,0.0,0.27,0.0
Harry McKirdy,0.18,,,,,0.7184999999999999,,,,,,,,0.3333,0.3636,22.0,2.0,4.0,Escocia Premiership,3.0,0.0,0.0,,,0.05,,,0.4375,0.82,0.0,0.0,0.45,0.0
Connor McLennan,0.31,,,,,0.7206,,,,,,,,0.4717,0.4459,26.0,1.0,4.0,Escocia Premiership,3.0,0.04,0.0,,,0.08,,,0.3333,0.69,0.0,0.04,0.73,0.15
Thelonius Bair,0.11,,,,,0.5658,,,,,,,,0.4368,0.3684,27.0,1.0,4.0,Escocia Premiership,3.0,0.04,0.0,,,0.04,,,0.4,0.48,0.0,0.04,0.07,0.07
Connor Shields,0.21,,,,,0.6591,,,,,,,,0.3036,0.3185,19.0,2.0,4.0,Escocia Premiership,3.0,0.0,0.0,,,0.16,,,0.2667,0.63,0.0,0.11,0.42,0.11
Marley Watkins,0.0,,,,,0.6581999999999999,,,,,,,,0.4286,0.3876,26.0,3.0,4.0,Escocia Premiership,3.0,0.04,0.0,,,0.04,,,0.3636,0.35,0.0,0.04,0.42,0.04
William Akio,0.17,,,,,0.541,,,,,,,,0.2857,0.4,12.0,2.0,4.0,Escocia Premiership,3.0,0.08,0.0,,,0.0,,,0.3333,0.33,0.0,0.0,0.08,0.0
Shayden Morris,0.38,,,,,0.8222,,,,,,,,0.1110999999999999,0.2917,13.0,1.0,4.0,Escocia Premiership,3.0,0.0,0.0,,,0.0,,,0.4,0.46,0.0,0.0,0.23,0.0
Kurtis Guthrie,0.13,,,,,0.5789,,,,,,,,0.4286,0.4013,16.0,2.0,4.0,Escocia Premiership,3.0,0.0,0.0,,,0.0,,,0.4,1.06,0.0,0.0,1.06,0.06
Elias Hoff Melkersen,0.15,,,,,0.8181999999999999,,,,,,,,0.2380999999999999,0.2951,13.0,1.0,4.0,Escocia Premiership,3.0,0.0,0.0,,,0.08,,,0.375,0.62,0.0,0.08,0.38,0.0
Jordy Hiwula,0.19,,,,,0.6992,,,,,,,,0.1923,0.2537,21.0,2.0,4.0,Escocia Premiership,3.0,0.05,0.0,,,0.05,,,0.1538,0.38,0.0,0.0,0.14,0.0
Dominic Samuel,0.09,,,,,0.7794,,,,,,,,0.4,0.3714,11.0,2.0,4.0,Escocia Premiership,3.0,0.0,0.0,,,0.0,,,0.0,0.27,0.0,0.0,0.55,0.0
Zak Rudden,0.0,,,,,0.434,,,,,,,,0.2903,0.3019,12.0,1.0,4.0,Escocia Premiership,3.0,0.08,0.08,,,0.0,,,0.3333,0.83,0.0,0.0,0.25,0.17
Kai Fotheringham,0.09,,,,,0.6408,,,,,,,,0.619,0.4443999999999999,11.0,1.0,4.0,Escocia Premiership,3.0,0.0,0.0,,,0.09,,,0.4167,0.55,0.0,0.18,0.64,0.0
Sadat Anaku,0.07,,,,,0.807,,,,,,,,0.0951999999999999,0.2,14.0,1.0,4.0,Escocia Premiership,3.0,0.0,0.0,,,0.0,,,0.4286,0.93,0.0,0.0,0.14,0.07
Roberto López,0.45,,,,,0.7854000000000001,,,,,,,,0.3846,0.4644,40.0,1.0,4.0,España La Liga 2,2.0,0.18,0.0,,,0.28,,,0.4815,2.03,0.0,0.1,0.55,0.08
Raúl García,0.18,,,,,0.644,,,,,,,,0.4585,0.4361,39.0,1.0,4.0,España La Liga 2,2.0,0.49,0.08,,,0.1,,,0.375,2.44,0.0,0.18,1.38,0.28
Sandro Ramírez,0.14,,,,,0.8713,,,,,,,,0.4118,0.5267000000000001,21.0,2.0,4.0,España La Liga 2,2.0,0.33,0.0,,,0.24,,,0.434,2.86,2.38,0.14,1.38,0.19
Myrto Uzuni,0.39,,,,,0.7725,,,,,,,,0.3301,0.4349,38.0,2.0,4.0,España La Liga 2,2.0,0.61,0.03,,,0.13,,,0.4583,2.66,0.0,0.13,1.29,0.61
José Callejón,0.26,,,,,0.8,,,,,,,,0.3605,0.452,42.0,3.0,4.0,España La Liga 2,2.0,0.1,0.02,,,0.29,,,0.375,1.31,0.0,0.21,1.19,0.1
Jonathan Dubasin,0.33,,,,,0.6973999999999999,,,,,,,,0.4306,0.4707,39.0,1.0,4.0,España La Liga 2,2.0,0.26,0.0,,,0.23,,,0.5696,1.46,0.0,0.13,1.36,0.15
Chris Ramos,0.21,,,,,0.5372,,,,,,,,0.6335999999999999,0.5488000000000001,24.0,2.0,4.0,España La Liga 2,2.0,0.29,0.17,,,0.25,,,0.3824,2.42,0.0,0.0,1.88,0.38
Enric Gallego,0.3,,,,,0.5567,,,,,,,,0.522,0.4257999999999999,40.0,3.0,4.0,España La Liga 2,2.0,0.28,0.05,,,0.18,,,0.3636,2.13,0.0,0.08,0.73,0.23
Dani Raba,0.23,,,,,0.7341,,,,,,,,0.3414999999999999,0.4622,31.0,2.0,4.0,España La Liga 2,2.0,0.13,0.0,,,0.29,,,0.4815,1.23,0.0,0.1,2.35,0.06
Óscar Pinchi,0.39,,,,,0.7121,,,,,,,,0.3918999999999999,0.4528999999999999,38.0,2.0,4.0,España La Liga 2,2.0,0.16,0.0,,,0.16,,,0.4504999999999999,1.66,0.0,0.05,1.58,0.13
Mustapha Bundu,0.18,,,,,0.805,,,,,,,,0.6875,0.5243,28.0,2.0,4.0,España La Liga 2,2.0,0.11,0.0,,,0.21,,,0.561,0.64,0.0,0.07,0.25,0.07
Germán Valera,0.45,,,,,0.8416,,,,,,,,0.3182,0.5457,38.0,1.0,4.0,España La Liga 2,2.0,0.05,0.0,,,0.08,,,0.5242,1.16,0.0,0.03,1.68,0.11
Jon Bautista,0.08,,,,,0.5934,,,,,,,,0.5588000000000001,0.4965,38.0,2.0,4.0,España La Liga 2,2.0,0.16,0.03,,,0.08,,,0.6098,1.45,0.0,0.08,0.58,0.16
Rubén Castro,0.22,,,,,0.7776000000000001,,,,,,,,0.3396,0.3851,41.0,3.0,4.0,España La Liga 2,2.0,0.24,0.02,,,0.12,,,0.3243,2.34,0.0,0.1,0.83,0.37
Christos Albanis,0.19,,,,,0.8065000000000001,,,,,,,,0.3913,0.4507,31.0,2.0,4.0,España La Liga 2,2.0,0.13,0.0,,,0.13,,,0.4515999999999999,1.13,0.0,0.13,0.68,0.03
Higinio Marín,0.14,,,,,0.6623,,,,,,,,0.4133,0.4146,36.0,2.0,4.0,España La Liga 2,2.0,0.31,0.11,,,0.11,,,0.3276,1.64,0.0,0.03,1.5,0.22
Sinan Bakış,0.12,,,,,0.7465,,,,,,,,0.5165,0.4844,33.0,2.0,4.0,España La Liga 2,2.0,0.36,0.06,,,0.03,,,0.6098,2.0,0.0,0.06,1.27,0.55
Borja Bastón,0.27,,,,,0.6409,,,,,,,,0.4700999999999999,0.4392,33.0,3.0,4.0,España La Liga 2,2.0,0.24,0.0,,,0.06,,,0.3529,2.0,0.0,0.0,1.3,0.39
Álex Millán,0.05,,,,,0.7054,,,,,,,,0.4,0.45,20.0,1.0,4.0,España La Liga 2,2.0,0.2,0.05,,,0.2,,,0.4736999999999999,1.4,0.0,0.2,1.2,0.3
Giuliano Simeone,0.33,,,,,0.6673,,,,,,,,0.3563,0.4618,36.0,1.0,4.0,España La Liga 2,2.0,0.25,0.0,,,0.14,,,0.4757,2.33,0.0,0.08,1.78,0.5
Gustavo Blanco,0.17,,,,,0.5836,,,,,,,,0.6352,0.5622,29.0,3.0,4.0,España La Liga 2,2.0,0.14,0.1,,,0.1,,,0.3636,0.86,0.0,0.03,0.72,0.21
Manu Vallejo,0.19,,,,,0.7453,,,,,,,,0.3409,0.4052,16.0,2.0,4.0,España La Liga 2,2.0,0.25,0.06,,,0.06,,,0.5832999999999999,1.0,0.0,0.0,0.94,0.13
Dauda Mohammed,0.11,,,,,0.7662,,,,,,,,0.3182,0.5153,27.0,2.0,4.0,España La Liga 2,2.0,0.15,0.0,,,0.0,,,0.6470999999999999,1.07,0.0,0.07,1.11,0.15
Idrissa Thiam,0.17,,,,,0.7907,,,,,,,,0.4443999999999999,0.64,12.0,1.0,4.0,España La Liga 2,2.0,0.0,0.0,,,0.25,,,0.55,0.42,0.0,0.17,0.83,0.0
Juan Carlos,0.37,,,,,0.7166,,,,,,,,0.2716,0.4462,38.0,3.0,4.0,España La Liga 2,2.0,0.21,0.03,,,0.08,,,0.5373,1.11,0.0,0.0,1.58,0.05
Iván Romero,0.35,,,,,0.684,,,,,,,,0.3814,0.4561,34.0,1.0,4.0,España La Liga 2,2.0,0.12,0.03,,,0.06,,,0.4211,1.5,0.0,0.12,1.82,0.18
Borja Valle,0.28,,,,,0.7983,,,,,,,,0.3982,0.48,39.0,3.0,4.0,España La Liga 2,2.0,0.15,0.03,,,0.0,,,0.3529,1.05,0.0,0.0,1.97,0.15
Fernando Niño,0.13,,,,,0.7237,,,,,,,,0.5390999999999999,0.5268999999999999,39.0,1.0,4.0,España La Liga 2,2.0,0.1,0.03,,,0.08,,,0.4185999999999999,0.9,0.0,0.08,1.54,0.1
Jorge Molina,0.04,,,,,0.6820999999999999,,,,,,,,0.5714,0.5775,25.0,3.0,4.0,España La Liga 2,2.0,0.12,0.0,,,0.08,,,0.5,1.08,0.0,0.04,0.92,0.24
Mohamed Bouldini,0.08,,,,,0.6801,,,,,,,,0.5255,0.4628,36.0,2.0,4.0,España La Liga 2,2.0,0.22,0.08,,,0.11,,,0.5254,1.47,0.0,0.06,1.36,0.28
Roko Baturina,0.0,,,,,0.6847,,,,,,,,0.4063,0.4479999999999999,14.0,1.0,4.0,España La Liga 2,2.0,0.29,0.0,,,0.07,,,0.3333,1.14,0.0,0.14,1.64,0.14
Alberto Perea,0.14,,,,,0.8817,,,,,,,,0.4443999999999999,0.4855,21.0,3.0,4.0,España La Liga 2,2.0,0.1,0.0,,,0.05,,,0.5882000000000001,0.71,1.19,0.05,1.0,0.0
Kevin Omoruyi,0.18,,,,,0.5047,,,,,,,,0.4624,0.4347999999999999,11.0,1.0,4.0,España La Liga 2,2.0,0.09,0.09,,,0.09,,,0.8,1.45,0.0,0.09,0.55,0.0
Juan Otero,0.59,,,,,0.7123,,,,,,,,0.4595,0.4393,41.0,2.0,4.0,España La Liga 2,2.0,0.15,0.0,,,0.17,,,0.4191,2.0,0.0,0.0,1.46,0.1
Armando Sadiku,0.1,,,,,0.7509999999999999,,,,,,,,0.3553,0.3272,31.0,3.0,4.0,España La Liga 2,2.0,0.26,0.03,,,0.03,,,0.5,1.23,0.0,0.0,0.45,0.06
Asier Villalibre,0.0,,,,,0.6984999999999999,,,,,,,,0.5625,0.4474,16.0,2.0,4.0,España La Liga 2,2.0,0.25,0.19,,,0.06,,,0.5,1.81,0.0,0.13,0.88,0.31
Sergi Enrich,0.06,,,,,0.5989,,,,,,,,0.5084000000000001,0.4609,34.0,3.0,4.0,España La Liga 2,2.0,0.21,0.09,,,0.09,,,0.5,0.91,0.0,0.03,0.82,0.18
Isak Jansson,0.3,,,,,0.772,,,,,,,,0.425,0.4882,27.0,1.0,4.0,España La Liga 2,2.0,0.07,0.0,,,0.0,,,0.4483,0.78,0.0,0.0,0.37,0.0
Manu Barreiro,0.16,,,,,0.5495,,,,,,,,0.5527000000000001,0.5158,32.0,3.0,4.0,España La Liga 2,2.0,0.06,0.03,,,0.03,,,0.3333,1.19,0.0,0.06,0.66,0.13
Ekain Zenitagoia,0.26,,,,,0.6714,,,,,,,,0.3862,0.436,39.0,2.0,4.0,España La Liga 2,2.0,0.13,0.0,,,0.15,,,0.5303,1.23,0.0,0.1,1.41,0.13
Álex Bermejo Escribano,0.27,,,,,0.7319,,,,,,,,0.4443999999999999,0.4663,37.0,2.0,4.0,España La Liga 2,2.0,0.11,0.03,,,0.0,,,0.5,1.59,0.0,0.03,1.19,0.05
Juanma García,0.45,,,,,0.7216,,,,,,,,0.2813,0.4049,29.0,2.0,4.0,España La Liga 2,2.0,0.14,0.0,,,0.07,,,0.3333,0.97,0.0,0.1,1.1,0.14
Mamadou Sylla,0.05,,,,,0.7211,,,,,,,,0.3898,0.4,19.0,2.0,4.0,España La Liga 2,2.0,0.21,0.05,,,0.11,,,0.4,0.84,0.0,0.05,1.05,0.05
Marvin Park,0.46,,,,,0.8759,,,,,,,,0.2917,0.5103,24.0,1.0,4.0,España La Liga 2,2.0,0.04,0.0,,,0.04,,,0.5,0.25,0.0,0.04,0.88,0.0
Alfredo Ortuño,0.03,,,,,0.6548,,,,,,,,0.3857,0.3428,37.0,3.0,4.0,España La Liga 2,2.0,0.24,0.08,,,0.03,,,0.4324,1.92,0.0,0.0,0.38,0.27
Javier Avilés,0.42,,,,,0.6386,,,,,,,,0.3939,0.4167,19.0,2.0,4.0,España La Liga 2,2.0,0.05,0.0,,,0.05,,,0.5,0.74,0.0,0.0,1.0,0.05
Marc Cardona,0.25,,,,,0.7490000000000001,,,,,,,,0.3846,0.4589,36.0,2.0,4.0,España La Liga 2,2.0,0.19,0.03,,,0.03,,,0.4921,1.39,0.0,0.0,1.28,0.28
Yuri,0.11,,,,,0.8098000000000001,,,,,,,,0.32,0.42,37.0,3.0,4.0,España La Liga 2,2.0,0.24,0.0,,,0.05,,,0.2857,0.97,0.0,0.03,0.68,0.08
Joaquín Muñoz,0.27,,,,,0.7149,,,,,,,,0.0,0.4246999999999999,22.0,1.0,4.0,España La Liga 2,2.0,0.09,0.0,,,0.18,,,0.3962,0.91,0.0,0.14,0.82,0.09
Jacobo González,0.33,,,,,0.8043,,,,,,,,0.6098,0.4315,30.0,2.0,4.0,España La Liga 2,2.0,0.07,0.0,,,0.07,,,0.5,1.43,0.0,0.03,0.47,0.07
Alex Calvo,0.45,,,,,0.6667000000000001,,,,,,,,0.5,0.5172,11.0,1.0,4.0,España La Liga 2,2.0,0.09,0.0,,,0.0,,,0.6522,0.55,0.0,0.0,0.45,0.0
Matheus Aiás,0.18,,,,,0.5886,,,,,,,,0.3871,0.4604,34.0,2.0,4.0,España La Liga 2,2.0,0.09,0.0,,,0.03,,,0.5115999999999999,1.53,0.0,0.0,1.09,0.29
Samuel Obeng,0.15,,,,,0.5513,,,,,,,,0.3853,0.4102,39.0,2.0,4.0,España La Liga 2,2.0,0.15,0.05,,,0.08,,,0.4865,1.23,0.0,0.03,0.95,0.15
José Ángel Carrillo,0.05,,,,,0.5186999999999999,,,,,,,,0.5235,0.5023,21.0,2.0,4.0,España La Liga 2,2.0,0.1,0.0,,,0.05,,,0.7273000000000001,0.71,0.0,0.0,1.0,0.0
Víctor Mollejo,0.25,,,,,0.6945999999999999,,,,,,,,0.4359,0.4208,28.0,1.0,4.0,España La Liga 2,2.0,0.11,0.04,,,0.25,,,0.1667,0.86,0.0,0.07,1.18,0.14
Pablo Chavarría,0.17,,,,,0.5774,,,,,,,,0.4271,0.3721,24.0,3.0,4.0,España La Liga 2,2.0,0.21,0.08,,,0.13,,,0.1429,1.0,0.0,0.13,0.54,0.13
Carlos Martinez Rodriguez,0.09,,,,,0.8387,,,,,,,,0.3621,0.4255,35.0,3.0,4.0,España La Liga 2,2.0,0.26,0.03,,,0.06,,,0.52,1.23,0.0,0.0,0.6,0.23
José Manuel Arnáiz,0.42,,,,,0.8103,,,,,,,,0.3478,0.3978,38.0,2.0,4.0,España La Liga 2,2.0,0.24,0.0,,,0.08,,,0.4275,2.11,0.0,0.05,1.92,0.11
