Name,Interceptions,Penalty committed,Errors lead to goal,Dribbled past,Total passes,Accurate passes %,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Aerial duels won %,Total duels won %,Appearances,Age Range,Position,League,Level,Goals,Headed goals,Tackles,Clearances,Big chances created,Accurate final third passes,Fouls,Successful dribbles %,Total shots,Set piece conversion %,Assists,Was fouled,Big chances missed
Gaetan Poussin,0.0,0.0,0.06,0.0,0.4106,0.8316,0.5034000000000001,2.06,0.43,0.03,0.0,0.51,0.17,0.9091,0.9048,35.0,1.0,1.0,Francia Liga 2,3.0,,,,,,,,,,,,,
Nicolas Lemaitre,0.03,0.06,0.03,0.06,0.2519,0.6837000000000001,0.4694,2.97,0.42,0.13,0.0,0.94,0.1,1.0,0.7059000000000001,31.0,2.0,1.0,Francia Liga 2,3.0,,,,,,,,,,,,,
Arthur Desmas,0.0,0.03,0.03,0.0,0.2084,0.7043,0.3876,1.74,0.55,0.03,0.0,0.48,0.03,0.8571,0.875,31.0,2.0,1.0,Francia Liga 2,3.0,,,,,,,,,,,,,
Alexandre Oukidja,0.03,0.03,0.03,0.0,0.1932,0.6134000000000001,0.3772,2.15,0.47,0.06,0.0,0.5,0.12,1.0,0.85,34.0,3.0,1.0,Francia Liga 2,3.0,,,,,,,,,,,,,
Lionel M'Pasi,0.0,0.08,0.0,0.04,0.2577,0.6075,0.4711999999999999,2.5,0.23,0.12,0.04,0.88,0.12,0.875,0.6111,26.0,2.0,1.0,Francia Liga 2,3.0,,,,,,,,,,,,,
Enzo Basilio,0.03,0.0,0.0,0.08,0.2211,0.6193,0.4449,2.72,0.31,0.08,0.03,0.97,0.17,0.5,0.55,36.0,2.0,1.0,Francia Liga 2,3.0,,,,,,,,,,,,,
Florian Escales,0.06,0.06,0.12,0.03,0.3118,0.5132,0.3221,2.97,0.32,0.15,0.0,1.24,0.09,1.0,0.8571,34.0,2.0,1.0,Francia Liga 2,3.0,,,,,,,,,,,,,
Mathieu Michel,0.03,0.03,0.06,0.09,0.3045,0.6547,0.4122999999999999,3.33,0.12,0.24,0.0,1.52,0.18,1.0,0.7895,33.0,3.0,1.0,Francia Liga 2,3.0,,,,,,,,,,,,,
Regis Gurtner,0.0,0.0,0.03,0.03,0.2007999999999999,0.6737000000000001,0.4707,2.95,0.24,0.18,0.05,1.29,0.08,1.0,0.9375,38.0,3.0,1.0,Francia Liga 2,3.0,,,,,,,,,,,,,
Johny Placide,0.03,0.03,0.06,0.12,0.2691,0.6801999999999999,0.3974,2.18,0.33,0.3,0.06,1.09,0.12,0.7778,0.65,33.0,3.0,1.0,Francia Liga 2,3.0,,,,,,,,,,,,,
Anthony Mandrea,0.0,0.03,0.03,0.05,0.2335,0.6493000000000001,0.3907,2.19,0.22,0.11,0.03,0.89,0.24,0.8571,0.7619,37.0,2.0,1.0,Francia Liga 2,3.0,,,,,,,,,,,,,
Baptiste Reynet,0.03,0.06,0.06,0.0,0.2337,0.6406000000000001,0.363,2.26,0.26,0.26,0.06,1.03,0.14,0.9,0.8234999999999999,35.0,3.0,1.0,Francia Liga 2,3.0,,,,,,,,,,,,,
Ivan Filipović,0.0,0.0,0.06,0.0,0.2694,0.6742,0.4032,2.11,0.22,0.28,0.0,1.17,0.0,0.9,0.9333,18.0,2.0,1.0,Francia Liga 2,3.0,,,,,,,,,,,,,
Axel Maraval,0.0,0.03,0.07,0.0,0.27,0.6679,0.4197999999999999,2.93,0.23,0.27,0.0,1.37,0.3,1.0,0.9091,30.0,2.0,1.0,Francia Liga 2,3.0,,,,,,,,,,,,,
Alexis Sauvage,0.03,0.03,0.09,0.2,0.2729,0.5979,0.3861,2.43,0.2,0.17,0.03,1.23,0.31,1.0,0.55,35.0,3.0,1.0,Francia Liga 2,3.0,,,,,,,,,,,,,
Jérôme Prior,0.0,0.0,0.18,0.0,0.2491,0.5073,0.351,2.45,0.18,0.0,0.0,1.36,0.09,0.75,0.8,11.0,2.0,1.0,Francia Liga 2,3.0,,,,,,,,,,,,,
Stefan Bajić,0.0,0.0,0.0,0.0,0.3127,0.4797,0.2908,2.64,0.09,0.0,0.0,1.82,0.27,0.8,0.8,11.0,1.0,1.0,Francia Liga 2,3.0,,,,,,,,,,,,,
Christos Mandas,0.0,0.0,0.0,0.0,0.3157999999999999,0.5992999999999999,0.3791,3.35,0.31,0.12,0.04,1.15,0.04,0.6667000000000001,0.8571,26.0,1.0,1.0,Grecia Stoiximan Super League,3.0,,,,,,,,,,,,,
Alberto Brignoli,0.0,0.0,0.0,0.0,0.2659,0.6858,0.3781,1.91,0.62,0.06,0.03,0.41,0.03,0.6667000000000001,0.8,34.0,3.0,1.0,Grecia Stoiximan Super League,3.0,,,,,,,,,,,,,
Alexandros Paschalakis,0.04,0.0,0.0,0.04,0.2142,0.6731999999999999,0.3292,2.13,0.54,0.08,0.0,0.58,0.13,1.0,0.8332999999999999,24.0,3.0,1.0,Grecia Stoiximan Super League,3.0,,,,,,,,,,,,,
Boris Kleiman,0.03,0.0,0.0,0.07,0.2966,0.6151,0.4103,3.31,0.34,0.14,0.03,1.14,0.34,1.0,0.75,29.0,3.0,1.0,Grecia Stoiximan Super League,3.0,,,,,,,,,,,,,
Nikolaos Papadopoulos,0.08,0.0,0.0,0.04,0.3046,0.6236999999999999,0.3963,2.81,0.38,0.15,0.0,0.92,0.15,0.8571,0.8332999999999999,26.0,3.0,1.0,Grecia Stoiximan Super League,3.0,,,,,,,,,,,,,
Giorgos Athanasiadis,0.0,0.0,0.0,0.0,0.2613,0.7041,0.4753,1.17,0.7,0.07,0.0,0.4,0.03,1.0,1.0,30.0,2.0,1.0,Grecia Stoiximan Super League,3.0,,,,,,,,,,,,,
Andreas Gianniotis,0.0,0.0,0.03,0.03,0.2845,0.6383,0.4014999999999999,2.97,0.19,0.23,0.06,0.97,0.13,0.9091,0.8571,31.0,3.0,1.0,Grecia Stoiximan Super League,3.0,,,,,,,,,,,,,
Panagiotis Tsintotas,0.0,0.0,0.0,0.0,0.2332999999999999,0.5543,0.3333,2.87,0.13,0.07,0.0,0.87,0.2,1.0,1.0,15.0,2.0,1.0,Grecia Stoiximan Super League,3.0,,,,,,,,,,,,,
Julián Cuesta,0.03,0.03,0.0,0.03,0.2884,0.6901999999999999,0.437,2.74,0.35,0.23,0.03,1.0,0.1,1.0,0.6,31.0,3.0,1.0,Grecia Stoiximan Super League,3.0,,,,,,,,,,,,,
Dávid Gróf,0.0,0.0,0.0,0.09,0.2145,0.3814,0.3206,3.18,0.27,0.27,0.09,1.27,0.27,0.0,0.75,11.0,3.0,1.0,Grecia Stoiximan Super League,3.0,,,,,,,,,,,,,
Dominik Kotarski,0.0,0.06,0.0,0.03,0.2868,0.7723,0.4129,1.94,0.44,0.21,0.03,0.71,0.18,0.5,0.7333,34.0,1.0,1.0,Grecia Stoiximan Super League,3.0,,,,,,,,,,,,,
Matej Marković,0.07,0.0,0.0,0.0,0.2221,0.5015999999999999,0.3005,2.64,0.14,0.07,0.0,1.07,0.21,1.0,1.0,14.0,2.0,1.0,Grecia Stoiximan Super League,3.0,,,,,,,,,,,,,
Giannis Anestis,0.0,0.05,0.0,0.0,0.2505,0.616,0.3654,3.19,0.1,0.24,0.05,1.33,0.29,1.0,0.5,21.0,3.0,1.0,Grecia Stoiximan Super League,3.0,,,,,,,,,,,,,
Bojan Šaranov,0.0,0.0,0.0,0.05,0.213,0.561,0.3864,2.7,0.25,0.05,0.0,1.4,0.15,1.0,0.75,20.0,3.0,1.0,Grecia Stoiximan Super League,3.0,,,,,,,,,,,,,
Lefteris Choutesiotis,0.03,0.03,0.0,0.03,0.2087999999999999,0.5922,0.3864,2.55,0.24,0.24,0.0,1.3,0.24,1.0,0.8,33.0,2.0,1.0,Grecia Stoiximan Super League,3.0,,,,,,,,,,,,,
Nick Olij,0.03,0.0,0.09,0.0,0.3578,0.6820999999999999,0.4805,3.78,0.44,0.09,0.03,0.84,0.22,0.7778,0.8181999999999999,32.0,2.0,1.0,Holanda Eredivisie,3.0,,,,,,,,,,,,,
Lars Unnerstall,0.03,0.0,0.03,0.0,0.2433,0.594,0.3436,2.94,0.48,0.06,0.03,0.73,0.09,1.0,1.0,33.0,3.0,1.0,Holanda Eredivisie,3.0,,,,,,,,,,,,,
Etienne Vaessen,0.03,0.0,0.0,0.0,0.3134,0.5861999999999999,0.3607,4.22,0.19,0.22,0.06,1.5,0.22,1.0,1.0,32.0,2.0,1.0,Holanda Eredivisie,3.0,,,,,,,,,,,,,
João Virgínia,0.0,0.0,0.18,0.0,0.3353,0.6193,0.4100999999999999,4.53,0.24,0.18,0.0,1.24,0.41,0.75,0.7,17.0,1.0,1.0,Holanda Eredivisie,3.0,,,,,,,,,,,,,
Andries Noppert,0.0,0.0,0.0,0.06,0.3239,0.6604000000000001,0.4012,2.83,0.39,0.06,0.0,0.78,0.11,1.0,0.9231,18.0,2.0,1.0,Holanda Eredivisie,3.0,,,,,,,,,,,,,
Jasper Cillessen,0.03,0.0,0.06,0.03,0.2988,0.613,0.3943,4.28,0.28,0.09,0.0,1.06,0.28,1.0,0.8332999999999999,32.0,3.0,1.0,Holanda Eredivisie,3.0,,,,,,,,,,,,,
Stijn van Gassel,0.03,0.0,0.03,0.0,0.3176,0.5787,0.3893,5.0,0.24,0.03,0.0,1.88,0.21,0.7143,0.8,34.0,2.0,1.0,Holanda Eredivisie,3.0,,,,,,,,,,,,,
Justin Bijlow,0.0,0.0,0.0,0.04,0.2728,0.7757,0.4196,2.4,0.48,0.0,0.0,0.72,0.04,1.0,0.8332999999999999,25.0,2.0,1.0,Holanda Eredivisie,3.0,,,,,,,,,,,,,
Ivor Pandur,0.06,0.0,0.0,0.06,0.3425999999999999,0.6496999999999999,0.4663,3.71,0.23,0.1,0.0,1.55,0.13,1.0,0.8889,31.0,1.0,1.0,Holanda Eredivisie,3.0,,,,,,,,,,,,,
Gerónimo Rulli,0.05,0.05,0.0,0.11,0.4025999999999999,0.8443999999999999,0.5023,2.37,0.37,0.05,0.0,0.89,0.16,0.9231,0.8,19.0,3.0,1.0,Holanda Eredivisie,3.0,,,,,,,,,,,,,
Filip Stanković,0.03,0.0,0.06,0.12,0.3112,0.5112,0.3486,4.24,0.12,0.12,0.06,1.94,0.21,0.875,0.75,33.0,1.0,1.0,Holanda Eredivisie,3.0,,,,,,,,,,,,,
Vasilis Barkas,0.0,0.0,0.0,0.03,0.2781,0.6899,0.4429999999999999,3.25,0.31,0.03,0.0,1.38,0.19,1.0,0.9333,32.0,2.0,1.0,Holanda Eredivisie,3.0,,,,,,,,,,,,,
Robbin Ruiter,0.06,0.06,0.0,0.06,0.395,0.6345000000000001,0.4184,4.0,0.19,0.25,0.0,2.0,0.31,1.0,0.8332999999999999,16.0,3.0,1.0,Holanda Eredivisie,3.0,,,,,,,,,,,,,
Jeffrey de Lange,0.0,0.0,0.03,0.0,0.3232,0.6833,0.4486,3.44,0.24,0.06,0.0,1.38,0.26,0.8332999999999999,0.8889,34.0,2.0,1.0,Holanda Eredivisie,3.0,,,,,,,,,,,,,
Kjell Scherpen,0.04,0.0,0.15,0.08,0.2946,0.5901,0.3692,2.58,0.23,0.04,0.04,1.0,0.19,0.6667000000000001,0.5625,26.0,1.0,1.0,Holanda Eredivisie,3.0,,,,,,,,,,,,,
Remko Pasveer,0.0,0.0,0.07,0.0,0.3339999999999999,0.7705,0.4256,2.13,0.27,0.0,0.0,1.0,0.2,1.0,1.0,15.0,3.0,1.0,Holanda Eredivisie,3.0,,,,,,,,,,,,,
Walter Benítez,0.0,0.0,0.0,0.0,0.249,0.6988,0.4581,2.37,0.33,0.07,0.0,0.87,0.3,1.0,1.0,30.0,2.0,1.0,Holanda Eredivisie,3.0,,,,,,,,,,,,,
Mickey van der Hart,0.0,0.0,0.0,0.04,0.3124,0.6146,0.3557,3.2,0.24,0.08,0.0,1.52,0.24,1.0,0.9412,25.0,2.0,1.0,Holanda Eredivisie,3.0,,,,,,,,,,,,,
Hobie Verhulst,0.0,0.0,0.13,0.13,0.3006,0.5884,0.3540999999999999,2.13,0.31,0.13,0.06,0.88,0.19,1.0,0.3333,16.0,2.0,1.0,Holanda Eredivisie,3.0,,,,,,,,,,,,,
Mathew Ryan,0.0,0.0,0.0,0.06,0.2822,0.6731999999999999,0.4255,1.56,0.39,0.17,0.0,0.89,0.11,1.0,0.8332999999999999,18.0,3.0,1.0,Holanda Eredivisie,3.0,,,,,,,,,,,,,
Michael Verrips,0.08,0.04,0.04,0.04,0.3575,0.6422,0.3874,2.92,0.13,0.17,0.0,1.83,0.21,1.0,0.8181999999999999,24.0,2.0,1.0,Holanda Eredivisie,3.0,,,,,,,,,,,,,
Xavier Mous,0.06,0.13,0.0,0.06,0.2825,0.6062,0.3577,2.81,0.13,0.25,0.06,1.94,0.19,1.0,0.7857,16.0,2.0,1.0,Holanda Eredivisie,3.0,,,,,,,,,,,,,
Vishal Kaith,0.04,0.04,0.08,0.0,0.2321,0.6338,0.4181,2.83,0.46,0.08,0.0,0.5,0.29,0.6667000000000001,0.7059000000000001,24.0,2.0,1.0,Indian Super League,4.0,,,,,,,,,,,,,
Gurmeet Singh,0.14,0.0,0.0,0.0,0.2486,0.4856,0.42,2.79,0.5,0.07,0.0,0.57,0.07,1.0,1.0,14.0,1.0,1.0,Indian Super League,4.0,,,,,,,,,,,,,
Phurba Tempa Lachenpa,0.0,0.0,0.05,0.0,0.2605,0.5986,0.3363,2.91,0.32,0.05,0.0,0.95,0.09,0.6923,0.7333,22.0,2.0,1.0,Indian Super League,4.0,,,,,,,,,,,,,
Gurpreet Singh Sandhu,0.04,0.09,0.04,0.09,0.2739,0.4365,0.3028,3.04,0.26,0.22,0.04,0.91,0.26,1.0,0.7143,23.0,3.0,1.0,Indian Super League,4.0,,,,,,,,,,,,,
Kamaljit Singh,0.06,0.0,0.06,0.12,0.21,0.437,0.3367,3.12,0.18,0.12,0.0,1.53,0.35,0.5,0.625,17.0,2.0,1.0,Indian Super League,4.0,,,,,,,,,,,,,
Amrinder Singh,0.1,0.0,0.1,0.0,0.3243,0.5786,0.3464,2.67,0.1,0.1,0.0,1.57,0.05,0.8571,0.9167,21.0,2.0,1.0,Indian Super League,4.0,,,,,,,,,,,,,
Rehnesh Paramba,0.0,0.0,0.0,0.0,0.2527,0.5683,0.4481,2.36,0.27,0.0,0.0,1.18,0.36,1.0,1.0,11.0,2.0,1.0,Indian Super League,4.0,,,,,,,,,,,,,
Prabhsukhan Gill,0.06,0.06,0.06,0.11,0.22,0.5,0.3378,2.17,0.22,0.11,0.0,1.44,0.06,0.5,0.5455,18.0,1.0,1.0,Indian Super League,4.0,,,,,,,,,,,,,
Dheeraj Singh,0.0,0.11,0.05,0.05,0.2811,0.7116,0.4518999999999999,1.84,0.16,0.37,0.0,1.47,0.32,0.9286,0.7406999999999999,19.0,1.0,1.0,Indian Super League,4.0,,,,,,,,,,,,,
Dean Lyness,0.0,0.0,0.03,0.06,0.2739,0.5665,0.3302,3.13,0.39,0.1,0.0,0.74,0.29,0.7778,0.7333,31.0,3.0,1.0,Irlanda Premier Division,3.0,,,,,,,,,,,,,
Brian Maher,0.0,0.0,0.03,0.0,0.4033,0.6901,0.4648,2.25,0.5,0.14,0.03,0.58,0.08,0.6667000000000001,0.8889,36.0,1.0,1.0,Irlanda Premier Division,3.0,,,,,,,,,,,,,
Conor Kearns,0.0,0.0,0.0,0.06,0.2877,0.435,0.275,2.71,0.4,0.06,0.03,0.49,0.23,1.0,0.9048,35.0,2.0,1.0,Irlanda Premier Division,3.0,,,,,,,,,,,,,
Alan Mannus,0.0,0.0,0.0,0.0,0.2243,0.6801999999999999,0.3861,2.3,0.48,0.04,0.0,0.52,0.22,0.8,0.8,23.0,3.0,1.0,Irlanda Premier Division,3.0,,,,,,,,,,,,,
Leon Pohls,0.0,0.0,0.0,0.0,0.1846999999999999,0.6534,0.2677,1.6,0.53,0.07,0.07,0.53,0.13,0.0,1.0,15.0,2.0,1.0,Irlanda Premier Division,3.0,,,,,,,,,,,,,
Luke McNicholas,0.0,0.0,0.04,0.0,0.3346,0.6114999999999999,0.3754999999999999,2.73,0.12,0.19,0.04,1.12,0.27,1.0,0.8889,26.0,1.0,1.0,Irlanda Premier Division,3.0,,,,,,,,,,,,,
Nathan Shepperd,0.0,0.0,0.0,0.17,0.3439,0.5565,0.3875,2.28,0.28,0.11,0.03,1.08,0.14,0.8332999999999999,0.6957,36.0,1.0,1.0,Irlanda Premier Division,3.0,,,,,,,,,,,,,
James Talbot,0.03,0.0,0.06,0.0,0.2606,0.597,0.3048,2.14,0.33,0.03,0.0,0.92,0.19,0.75,0.8332999999999999,36.0,2.0,1.0,Irlanda Premier Division,3.0,,,,,,,,,,,,,
James Corcoran,0.0,0.0,0.0,0.0,0.291,0.4261,0.2903,2.65,0.25,0.05,0.0,1.35,0.2,1.0,1.0,20.0,1.0,1.0,Irlanda Premier Division,3.0,,,,,,,,,,,,,
Colin McCabe,0.06,0.0,0.11,0.06,0.3372,0.3542,0.3192,2.72,0.22,0.06,0.0,1.06,0.22,1.0,0.8332999999999999,18.0,2.0,1.0,Irlanda Premier Division,3.0,,,,,,,,,,,,,
Andrew Wogan,0.0,0.06,0.0,0.0,0.2905999999999999,0.3136,0.2623999999999999,2.56,0.28,0.17,0.0,1.61,0.11,1.0,0.6667000000000001,18.0,1.0,1.0,Irlanda Premier Division,3.0,,,,,,,,,,,,,
Kian Moore,0.0,0.09,0.0,0.0,0.3609,0.4157,0.2643,3.87,0.13,0.26,0.0,2.26,0.35,0.0,0.7778,23.0,1.0,1.0,Irlanda Premier Division,3.0,,,,,,,,,,,,,
Lorcan Healy,0.0,0.0,0.15,0.15,0.2777,0.4044,0.2553,3.0,0.0,0.31,0.08,2.46,0.31,0.8571,0.7,13.0,1.0,1.0,Irlanda Premier Division,3.0,,,,,,,,,,,,,
Viktor Johansson,0.05,0.0,0.02,0.0,0.2937,0.3349,0.2944,3.72,0.3,0.14,0.02,1.19,0.12,0.7273000000000001,0.8378,43.0,2.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Daniel Grimshaw,0.0,0.0,0.0,0.0,0.3128,0.6163000000000001,0.3994,3.39,0.33,0.06,0.0,1.22,0.11,1.0,1.0,18.0,2.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Karl Darlow,0.0,0.0,0.0,0.0,0.4492,0.7625,0.3242,2.92,0.42,0.17,0.0,1.17,0.0,0.8571,0.9167,12.0,3.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Matt Ingram,0.0,0.0,0.05,0.05,0.36,0.6981999999999999,0.3581,3.32,0.36,0.14,0.05,0.68,0.5,1.0,0.8889,22.0,2.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Ben Wilson,0.05,0.0,0.0,0.0,0.2493,0.5466,0.2987,2.47,0.47,0.02,0.0,0.88,0.02,1.0,0.963,43.0,3.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Daniel Bachmann,0.02,0.0,0.02,0.0,0.2444,0.63,0.3024,3.04,0.36,0.04,0.0,1.04,0.09,0.8234999999999999,0.8519,45.0,2.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Arijanet Murić,0.02,0.02,0.02,0.0,0.3417,0.8023,0.49,2.27,0.41,0.07,0.02,0.73,0.02,0.8667,0.8571,41.0,2.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Lee Nicholls,0.0,0.0,0.04,0.0,0.2653999999999999,0.5572,0.3222,3.0,0.29,0.11,0.07,1.14,0.04,1.0,1.0,28.0,3.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Angus Gunn,0.07,0.0,0.03,0.0,0.3387,0.7451000000000001,0.4160999999999999,2.97,0.23,0.1,0.03,0.97,0.17,0.7143,0.8571,30.0,2.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Thomas Kaminski,0.0,0.0,0.0,0.0,0.3175,0.7267,0.3546,2.96,0.36,0.04,0.0,0.86,0.39,0.6667000000000001,0.75,28.0,3.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Alex Palmer,0.09,0.0,0.0,0.04,0.2913,0.6478,0.3456,2.22,0.43,0.09,0.0,0.74,0.22,0.75,0.6,23.0,2.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Tomáš Vaclík,0.0,0.0,0.0,0.0,0.2662,0.3843999999999999,0.299,3.23,0.15,0.15,0.0,1.08,0.15,1.0,1.0,13.0,3.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Freddie Woodman,0.02,0.0,0.0,0.02,0.2785,0.5363,0.3371,2.67,0.37,0.02,0.0,1.07,0.22,1.0,0.9412,46.0,2.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Aynsley Pears,0.0,0.0,0.0,0.0,0.3139,0.6761,0.3208,2.28,0.28,0.0,0.0,0.89,0.17,1.0,1.0,18.0,2.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Anthony Patterson,0.02,0.0,0.0,0.0,0.2646,0.6064,0.3500999999999999,2.46,0.3,0.13,0.04,0.96,0.24,0.9333,0.9565,46.0,1.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Ethan Horvath,0.0,0.0,0.09,0.02,0.2752,0.4855,0.3701,2.07,0.43,0.11,0.0,0.73,0.11,1.0,0.9375,44.0,2.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Max O'Leary,0.0,0.0,0.06,0.0,0.3327,0.5346,0.3061,2.33,0.24,0.09,0.03,0.88,0.12,0.9655,0.9722,33.0,2.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Zack Steffen,0.02,0.02,0.07,0.0,0.3107,0.7272,0.3642,2.55,0.21,0.05,0.02,0.95,0.24,0.9091,0.8856999999999999,42.0,2.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
John Ruddy,0.02,0.0,0.02,0.05,0.2891,0.473,0.3865999999999999,2.49,0.3,0.09,0.05,1.09,0.14,1.0,0.8571,43.0,3.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Josef Bursik,0.0,0.0,0.0,0.06,0.2805999999999999,0.5657,0.3132,2.31,0.31,0.0,0.0,1.31,0.06,1.0,0.875,16.0,1.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Chris Maxwell,0.0,0.07,0.0,0.04,0.2671,0.5294,0.3632999999999999,3.07,0.18,0.18,0.0,1.46,0.25,0.9091,0.7895,28.0,3.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Wesley Foderingham,0.0,0.0,0.0,0.03,0.2257999999999999,0.6013000000000001,0.3545,1.85,0.43,0.03,0.03,0.7,0.1,1.0,0.8571,40.0,3.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Tim Krul,0.0,0.0,0.13,0.0,0.3243999999999999,0.7648999999999999,0.4545,2.31,0.31,0.0,0.0,1.0,0.13,0.75,0.8571,16.0,3.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
George Long,0.03,0.0,0.0,0.03,0.27,0.4023,0.2935,1.94,0.33,0.06,0.0,0.81,0.22,1.0,0.9167,36.0,2.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Jack Bonham,0.0,0.0,0.04,0.04,0.2713,0.6426000000000001,0.3668,1.87,0.26,0.09,0.04,1.04,0.04,0.8571,0.8181999999999999,23.0,2.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Andrew Fisher,0.0,0.04,0.08,0.0,0.2977,0.6835,0.2769,2.38,0.23,0.12,0.04,1.31,0.12,0.8332999999999999,0.8571,26.0,2.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Steven Benda,0.0,0.0,0.0,0.05,0.2532999999999999,0.6898000000000001,0.2798,2.05,0.24,0.1,0.05,1.1,0.19,1.0,0.8571,21.0,2.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Daniel Bentley,0.0,0.0,0.0,0.08,0.2892,0.4760999999999999,0.2975,2.69,0.31,0.08,0.0,1.46,0.15,1.0,0.8571,13.0,2.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Seny Dieng,0.0,0.0,0.07,0.0,0.2661,0.6234000000000001,0.3815,2.59,0.2,0.13,0.04,1.37,0.17,0.9231,0.8462000000000001,46.0,2.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Ryan Allsop,0.02,0.02,0.0,0.09,0.3686,0.5476,0.3292,2.16,0.26,0.09,0.05,1.12,0.12,1.0,0.6667000000000001,43.0,3.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Joe Lumley,0.0,0.02,0.02,0.12,0.281,0.4991,0.4422999999999999,2.41,0.17,0.1,0.0,1.24,0.15,0.8667,0.7241,41.0,2.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Nathan Baxter,0.0,0.08,0.0,0.0,0.3082999999999999,0.7,0.3145,2.5,0.08,0.17,0.0,1.58,0.17,1.0,0.8,12.0,2.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Ben Amos,0.0,0.03,0.0,0.07,0.2634,0.5406,0.3591,1.83,0.24,0.1,0.0,1.03,0.17,0.875,0.75,29.0,3.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
Jamie Jones,0.0,0.0,0.0,0.06,0.2771,0.5202,0.3657,2.29,0.12,0.12,0.0,1.59,0.18,0.875,0.8332999999999999,17.0,3.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
David Button,0.0,0.08,0.15,0.0,0.2862,0.6425,0.3622999999999999,1.46,0.15,0.15,0.08,1.0,0.46,0.5,0.5,13.0,3.0,1.0,Inglaterra Championship,2.0,,,,,,,,,,,,,
David Raya,0.03,0.0,0.03,0.05,0.3882,0.6075,0.4209,4.05,0.32,0.05,0.0,0.95,0.26,0.8667,0.8261,38.0,2.0,1.0,Inglaterra Premier League,1.0,,,,,,,,,,,,,
Bernd Leno,0.0,0.03,0.0,0.06,0.3342,0.7631,0.3636,4.0,0.22,0.22,0.03,1.28,0.14,1.0,0.8234999999999999,36.0,3.0,1.0,Inglaterra Premier League,1.0,,,,,,,,,,,,,
Alisson,0.0,0.0,0.0,0.08,0.3349,0.8337,0.4558,2.92,0.38,0.11,0.03,1.11,0.05,0.9167,0.7826000000000001,37.0,3.0,1.0,Inglaterra Premier League,1.0,,,,,,,,,,,,,
Kepa Arrizabalaga,0.03,0.0,0.0,0.03,0.3086,0.8067,0.4205,3.14,0.31,0.03,0.0,0.93,0.21,0.9167,0.9167,29.0,2.0,1.0,Inglaterra Premier League,1.0,,,,,,,,,,,,,
Neto,0.0,0.0,0.0,0.0,0.2578,0.5603,0.3681,3.7,0.22,0.19,0.0,1.41,0.04,0.625,0.8,27.0,3.0,1.0,Inglaterra Premier League,1.0,,,,,,,,,,,,,
Emiliano Martínez,0.03,0.03,0.03,0.06,0.3467,0.7155,0.4092,2.72,0.31,0.14,0.03,0.97,0.08,1.0,0.8636,36.0,3.0,1.0,Inglaterra Premier League,1.0,,,,,,,,,,,,,
Vicente Guaita,0.0,0.0,0.0,0.0,0.2596,0.6748000000000001,0.4004999999999999,3.15,0.22,0.07,0.0,1.11,0.15,0.9091,0.9333,27.0,3.0,1.0,Inglaterra Premier League,1.0,,,,,,,,,,,,,
David De Gea,0.03,0.0,0.05,0.03,0.285,0.6833,0.3596,2.66,0.45,0.08,0.03,0.92,0.21,0.8332999999999999,0.8332999999999999,38.0,3.0,1.0,Inglaterra Premier League,1.0,,,,,,,,,,,,,
